word|kana|common_flag
校門|こうもん|true
校閲|こうえつ|true
株|かぶ|true
株|くい|false
株主|かぶぬし|true
株価|かぶか|true
株券|かぶけん|true
株式|かぶしき|true
株式会社|かぶしきがいしゃ|true
株式市場|かぶしきしじょう|true
核|かく|true
核兵器|かくへいき|true
核分裂|かくぶんれつ|true
核実験|かくじっけん|true
核家族|かくかぞく|true
核弾頭|かくだんとう|true
核心|かくしん|true
核武装|かくぶそう|true
核燃料|かくねんりょう|true
核融合|かくゆうごう|true
核酸|かくさん|true
根|ね|true
根ざす|ねざす|true
根っこ|ねっこ|true
根っ子|ねっこ|true
根ほり葉ほり|ねほりはほり|false
根まわし|ねまわし|false
根元|こんげん|false
根原|こんげん|false
根回し|ねまわし|true
根堀り葉堀り|ねほりはほり|false
根差す|ねざす|false
根幹|こんかん|true
根底|こんてい|true
根強い|ねづよい|true
根性|こんじょう|true
根情|こんじょう|false
根拠|こんきょ|true
根掘り葉掘り|ねほりはほり|true
根本|こんぽん|true
根本的|こんぽんてき|true
根柢|こんてい|false
根気|こんき|true
根源|こんげん|true
根絶|こんぜつ|true
格|かく|true
格づけ|かくづけ|false
格上げ|かくあげ|true
格付|かくづけ|false
格付け|かくづけ|true
格別|かくべつ|true
格好|かっこう|true
格好いい|かっこいい|true
格好よい|かっこいい|false
格好良い|かっこいい|false
格子|こうし|true
格安|かくやす|true
格安航空券|かくやすこうくうけん|true
格差|かくさ|true
格段|かくだん|true
格闘|かくとう|true
格鬪|かくとう|false
栽培|さいばい|true
桁|けた|true
桂|かつら|true
桃|もも|true
桃色|ももいろ|true
框|わく|false
案|あん|true
案|つくえ|false
案の上|あんのじょう|false
案の定|あんのじょう|true
案の条|あんのじょう|false
案件|あんけん|true
案内|あんない|true
案外|あんがい|true
案配|あんばい|false
桐|きり|true
桑|くわ|true
桑原|くわばら|true
桑田|そうでん|true
桑畑|くわばたけ|true
桑畠|くわばたけ|false
桙|ほこ|false
桜|さくら|true
桜花|おうか|true
桝|ます|false
桟橋|さんばし|true
桶|おけ|true
梁|はり|true
梅|うめ|true
梅干|うめぼし|true
梅干し|うめぼし|true
梅酒|うめしゅ|true
梅雨|つゆ|true
梅雨入り|つゆいり|true
梅雨明け|つゆあけ|true
梗塞|こうそく|true
梟|ふくろう|false
梨|なし|true
梨子|なし|false
梯|はしご|false
梯子|はしご|true
梱包|こんぽう|true
梳かす|とかす|true
梳く|とく|false
梶|かじ|false
梺|ふもと|false
棄す|こぼす|false
棄てる|すてる|false
棄て児|すてご|false
棄て子|すてご|false
棄児|すてご|false
棄却|ききゃく|true
棄子|すてご|false
棄損|きそん|false
棄権|きけん|true
棉|めん|false
棉|わた|false
棊|ご|false
棋|ご|false
棋士|きし|true
棋聖|きせい|true
棋譜|きふ|true
棋院|きいん|true
棒|ぼう|true
棒立ち|ぼうだち|true
棘|とげ|true
棚|たな|true
棚上げ|たなあげ|true
棚幡|たなばた|false
棚機|たなばた|false
棟|むね|true
棧橋|さんばし|false
森|もり|true
森林|しんりん|true
棲まう|すまう|false
棲む|すむ|true
棲息|せいそく|false
棲息地|せいそくち|false
棹|さお|false
棺|かん|true
椀|わん|true
椅子|いす|true
植える|うえる|true
植え木|うえき|false
植木|うえき|true
植木鉢|うえきばち|true
植林|しょくりん|true
植樹|しょくじゅ|true
植民地|しょくみんち|true
植物|しょくぶつ|true
植物園|しょくぶつえん|true
椎茸|しいたけ|true
椙|すぎ|false
椛|もみじ|false
検める|あらためる|false
検事|けんじ|true
検事正|けんじせい|true
検出|けんしゅつ|true
検問|けんもん|true
検定|けんてい|true
検察|けんさつ|true
検察官|けんさつかん|true
検察庁|けんさつちょう|true
検挙|けんきょ|true
検査|けんさ|true
検疫|けんえき|true
検索|けんさく|true
検索条件|けんさくじょうけん|true
検視|けんし|true
検討|けんとう|true
検診|けんしん|true
検証|けんしょう|true
検閲|けんえつ|true
椽側|えんがわ|false
椿|つばき|true
楊|やなぎ|false
楊柳|やなぎ|false
楕円|だえん|true
楕円形|だえんけい|true
楫|かじ|false
業|ぎょう|true
業務|ぎょうむ|true
業界|ぎょうかい|true
業種|ぎょうしゅ|true
業績|ぎょうせき|true
業者|ぎょうしゃ|true
楯|たて|false
楯つく|たてつく|false
楯突く|たてつく|true
楳|うめ|false
極|ごく|true
極く|ごく|false
極まって|きまって|false
極まり|きまり|false
極まる|きわまる|true
極み|きわみ|true
極め|きめ|false
極めて|きわめて|true
極める|きめる|false
極める|きわめる|true
極め手|きめて|false
極り|きまり|false
極る|きまる|false
極上|ごくじょう|true
極力|きょくりょく|true
極右|きょくう|true
極寒|ごっかん|true
極度|きょくど|true
極東|きょくとう|true
極楽|ごくらく|true
極秘|ごくひ|true
極端|きょくたん|true
極限|きょくげん|true
楷書|かいしょ|true
楼閣|ろうかく|true
楽|らく|true
楽しい|たのしい|true
楽しみ|たのしみ|true
楽しむ|たのしむ|true
楽む|たのしむ|false
楽器|がっき|true
楽団|がくだん|true
楽園|らくえん|true
楽天家|らくてんか|true
楽天的|らくてんてき|true
楽屋|がくや|true
楽曲|がっきょく|true
楽書|らくがき|false
楽書き|らくがき|false
楽章|がくしょう|true
楽観|らっかん|true
楽観的|らっかんてき|true
楽譜|がくふ|true
楽隊|がくたい|true
概念|がいねん|true
概況|がいきょう|true
概略|がいりゃく|true
概算|がいさん|true
概要|がいよう|true
概論|がいろん|true
構う|かまう|true
構える|かまえる|true
構内|こうない|true
構図|こうず|true
構想|こうそう|true
構成|こうせい|true
構築|こうちく|true
構造|こうぞう|true
構造物|こうぞうぶつ|true
槍|ほこ|false
槍|やり|true
様|さま|true
様|よう|true
様々|さまざま|true
様な気がする|ようなきがする|false
様に|ように|true
様にする|ようにする|false
様になる|ようになる|true
様変り|さまがわり|false
様変わり|さまがわり|true
様子|ようす|true
様子を見る|ようすをみる|true
様式|ようしき|true
様様|さまざま|false
様相|ようそう|true
槲|かしわ|false
槽|ふね|false
樂しい|たのしい|false
樂園|らくえん|false
標|しるし|false
標本|ひょうほん|true
標札|ひょうさつ|false
標準|ひょうじゅん|true
標準的|ひょうじゅんてき|true
標準語|ひょうじゅんご|true
標的|ひょうてき|true
標示|ひょうじ|false
標語|ひょうご|true
標識|ひょうしき|true
標題|ひょうだい|true
標高|ひょうこう|true
模倣|もほう|true
模型|もけい|true
模擬|もぎ|true
模擬試験|もぎしけん|true
模様|もよう|true
模範|もはん|true
模索|もさく|true
模造|もぞう|true
権|けん|true
権利|けんり|true
権力|けんりょく|true
権威|けんい|true
権益|けんえき|true
権限|けんげん|true
横|よこ|true
横ぎる|よこぎる|false
横しま|よこしま|false
横たわる|よこたわる|true
横どり|よこどり|false
横ばい|よこばい|true
横刀|たち|false
横切る|よこぎる|true
横取り|よこどり|true
横幅|よこはば|true
横手|よこて|true
横文字|よこもじ|true
横断|おうだん|true
横断幕|おうだんまく|true
横断歩道|おうだんほどう|true
横暴|おうぼう|true
横書|よこがき|false
横書き|よこがき|true
横柄|おうへい|true
横浜|よこはま|true
横目|よこめ|true
横着|おうちゃく|true
横綱|よこづな|true
横線|おうせん|true
横行|おうこう|true
横転|おうてん|true
横這い|よこばい|false
横道|よこみち|true
横領|おうりょう|true
横顔|よこがお|true
樹|き|false
樹々|きぎ|false
樹木|じゅもく|true
樹樹|きぎ|false
樹皮|じゅひ|true
樹立|じゅりつ|true
樹脂|じゅし|true
樹蔭|こかげ|false
樹陰|こかげ|false
樹齢|じゅれい|true
樽|たる|true
橋|はし|true
橋わたし|はしわたし|false
橋渡し|はしわたし|true
橋脚|きょうきゃく|true
橘|たちばな|true
橙色|だいだいいろ|true
機|き|true
機会|きかい|true
機体|きたい|true
機内|きない|true
機動|きどう|true
機動隊|きどうたい|true
機器|きき|true
機嫌|きげん|true
機密|きみつ|true
機敏|きびん|true
機材|きざい|true
機械|きかい|true
機械化|きかいか|true
機構|きこう|true
機種|きしゅ|true
機能|きのう|true
機運|きうん|true
機長|きちょう|true
機関|きかん|true
機関紙|きかんし|true
機関誌|きかんし|false
機関車|きかんしゃ|true
機関銃|きかんじゅう|true
機雷|きらい|true
機首|きしゅ|true
橡|どんぐり|false
橢円|だえん|false
檀那|だんな|false
檐|のき|false
檝|かじ|false
檞|かしわ|false
檢事|けんじ|false
檢察|けんさつ|false
檬果|マンゴー|false
檸檬|レモン|false
檻|おり|true
櫛|くし|true
櫻|さくら|false
櫻花|おうか|false
欄|らん|true
欄外|らんがい|true
欄干|らんかん|true
欄杆|らんかん|false
欄檻|らんかん|false
欝|うつ|false
欝病|うつびょう|false
欠|あくび|false
欠かす|かかす|true
欠き氷|かきごおり|false
欠く|かく|true
欠けら|かけら|false
欠ける|かける|true
欠乏|けつぼう|true
欠伸|あくび|true
欠員|けついん|true
欠場|けつじょう|true
欠如|けつじょ|true
欠席|けっせき|true
欠損|けっそん|true
欠氷|かきごおり|false
欠点|けってん|true
欠片|かけら|true
欠陥|けっかん|true
次|つぎ|true
次々|つぎつぎ|true
次々に|つぎつぎに|true
次いで|ついで|true
次ぐ|つぐ|true
次のように|つぎのように|true
次代|じだい|true
次元|じげん|true
次回|じかい|true
次女|じじょ|true
次官|じかん|true
次席|じせき|true
次期|じき|true
次次|つぎつぎ|false
次次に|つぎつぎに|false
次点|じてん|true
次男|じなん|true
次第|しだい|true
次第に|しだいに|true
次長|じちょう|true
欣しい|うれしい|false
欣ぶ|よろこぶ|false
欧州|おうしゅう|true
欧洲|おうしゅう|false
欧米|おうべい|true
欧羅巴|ヨーロッパ|false
欲|よく|true
欲しい|ほしい|true
欲しがる|ほしがる|true
欲する|ほっする|true
欲ばり|よくばり|false
欲ばる|よくばる|false
欲張り|よくばり|true
欲張る|よくばる|true
欲望|よくぼう|true
欲求|よっきゅう|true
欺く|あざむく|true
欺す|だます|false
款待|かんたい|false
款談|かんだん|false
歇む|やむ|false
歌|うた|true
歌う|うたう|true
歌人|かじん|true
歌劇|かげき|true
歌合|うたあわせ|true
歌合せ|うたあわせ|false
歌合わせ|うたあわせ|false
歌唱|かしょう|true
歌声|うたごえ|true
歌姫|うたひめ|true
歌手|かしゅ|true
歌曲|かきょく|true
歌留多|カルタ|true
歌舞伎|かぶき|true
歌舞妓|かぶき|false
歌詞|かし|true
歌謡|かよう|true
歌謡曲|かようきょく|true
歌集|かしゅう|true
歎き|なげき|false
歎く|なげく|false
歎息|たんそく|false
歎願|たんがん|false
歓ばす|よろこばす|false
歓び|よろこび|false
歓ぶ|よろこぶ|false
歓喜|かんき|true
歓声|かんせい|true
歓待|かんたい|true
歓楽街|かんらくがい|true
歓談|かんだん|true
歓迎|かんげい|true
止す|よす|true
止まる|とどまる|true
止まる|とまる|true
止む|やむ|true
止むをえない|やむをえない|false
止むを得ない|やむをえない|false
止めがね|とめがね|false
止めどなく|とめどなく|true
止めど無く|とめどなく|false
止める|とどめる|false
止める|とめる|true
止める|やめる|true
止め処なく|とめどなく|false
止め処無く|とめどなく|false
止め金|とめがね|false
止る|とまる|false
止金|とめがね|false
正|せい|true
正しい|ただしい|true
正す|ただす|false
正す|ただす|true
正に|まさに|true
正体|しょうたい|true
正則|せいそく|true
正午|しょうご|true
正反対|せいはんたい|true
正味|しょうみ|true
正坐|せいざ|false
正常|せいじょう|true
正常化|せいじょうか|true
正座|せいざ|true
正式|せいしき|true
正式名称|せいしきめいしょう|true
正当|せいとう|true
正当防衛|せいとうぼうえい|true
正念場|しょうねんば|true
正教|せいきょう|true
正方形|せいほうけい|true
正月|しょうがつ|true
正油|しょうゆ|false
正直|しょうじき|true
正確|せいかく|true
正統|せいとう|true
正義|せいぎ|true
正装|せいそう|true
正規|せいき|true
正解|せいかい|true
正論|せいろん|true
正道|せいどう|true
正門|せいもん|true
正面|しょうめん|true
正面|まとも|false
此|これ|false
此から|これから|false
此の|この|false
此の前|このまえ|false
此の辺|このへん|false
此の間|このあいだ|false
此の頃|このごろ|false
此れ|これ|false
此れから|これから|false
此れこそ|これこそ|false
此れまで|これまで|false
此れ等|これら|false
此れ迄|これまで|false
此処|ここ|false
此処ら|ここら|false
此処等|ここら|false
此奴|こいつ|false
此奴ら|こいつら|false
此奴等|こいつら|false
此所|ここ|false
此所ら|ここら|false
此方|こちら|false
此等|これら|false
步く|あるく|false
武力|ぶりょく|true
武勇|ぶゆう|true
武器|ぶき|true
武士|ぶし|true
武将|ぶしょう|true
武者|むしゃ|true
武装|ぶそう|true
武道|ぶどう|true
歩|あゆみ|false
歩|ほ|true
歩きまわる|あるきまわる|false
歩き回る|あるきまわる|true
歩き廻る|あるきまわる|false
歩く|あるく|true
歩み|あゆみ|true
歩みよる|あゆみよる|false
歩み寄り|あゆみより|true
歩み寄る|あゆみよる|true
歩む|あゆむ|true
歩兵|ほへい|true
歩合|ぶあい|true
歩行|ほこう|true
歩行者|ほこうしゃ|true
歩行者天国|ほこうしゃてんごく|true
歩調|ほちょう|true
歩道|ほどう|true
歩道橋|ほどうきょう|true
歪む|ゆがむ|true
歯|は|true
歯|よわい|false
歯がゆい|はがゆい|false
歯ごたえ|はごたえ|true
歯みがき|はみがき|false
歯ブラシ|はブラシ|true
歯切れ|はぎれ|true
歯刷子|はブラシ|false
歯医者|はいしゃ|true
歯向う|はむかう|true
歯向かう|はむかう|true
歯応え|はごたえ|false
歯止め|はどめ|true
歯痒い|はがゆい|true
歯磨|はみがき|false
歯磨き|はみがき|true
歯科|しか|true
歯科医|しかい|true
歯科医師|しかいし|true
歯科衛生士|しかえいせいし|true
歯車|はぐるま|true
歳|さい|true
歳|とし|false
歳とった|としとった|false
歳をとる|としをとる|false
歳を取る|としをとる|false
歳入|さいにゅう|true
歳出|さいしゅつ|true
歳取った|としとった|false
歳暮|せいぼ|true
歳月|さいげつ|true
歳末|さいまつ|true
歴|れき|true
歴る|へる|false
歴代|れきだい|true
歴任|れきにん|true
歴史|れきし|true
歴史的|れきしてき|true
歴然|れきぜん|true
歴訪|れきほう|true
歷史|れきし|false
歸る|かえる|false
死|し|true
死に体|しにたい|true
死ぬ|しぬ|true
死亡|しぼう|true
死亡率|しぼうりつ|true
死亡者|しぼうしゃ|true
死人|しにん|true
死体|したい|true
死傷者|ししょうしゃ|true
死刑|しけい|true
死刑囚|しけいしゅう|true
死去|しきょ|true
死因|しいん|true
死後|しご|true
死活|しかつ|true
死球|しきゅう|true
死者|ししゃ|true
死語|しご|true
歿|ぼつ|false
歿後|ぼつご|false
殃|わざわい|false
殆ど|ほとんど|true
殆んど|ほとんど|false
殉職|じゅんしょく|true
殉難|じゅんなん|true
殊に|ことに|true
殊勝|しゅしょう|true
殊勲|しゅくん|true
残す|のこす|true
残った分|のこったぶん|true
残らず|のこらず|true
残り|のこり|true
残る|のこる|true
残刻|ざんこく|false
残塁|ざんるい|true
残存|ざんぞん|true
残忍|ざんにん|true
残念|ざんねん|true
残暑|ざんしょ|true
残業|ざんぎょう|true
残留|ざんりゅう|true
残虐|ざんぎゃく|true
残酷|ざんこく|true
残高|ざんだか|true
殖える|ふえる|true
殖やす|ふやす|false
殖民地|しょくみんち|false
殪す|たおす|false
殪れる|たおれる|false
殴りこみ|なぐりこみ|false
殴り込み|なぐりこみ|true
殴る|なぐる|true
殴打|おうだ|true
段|だん|true
段々|だんだん|true
段々|ギザギザ|false
段どり|だんどり|false
段ボール|だんボール|true
段取り|だんどり|true
段段|だんだん|false
段段|ギザギザ|false
段落|だんらく|true
段袋|ズボン|false
段階|だんかい|true
殺し|ころし|true
殺す|ころす|true
殺人|さつじん|true
殺人事件|さつじんじけん|true
殺倒|さっとう|false
殺傷|さっしょう|true
殺到|さっとう|true
殺害|さつがい|true
殺意|さつい|true
殺気|さっき|true
殺菌|さっきん|true
殺虫剤|さっちゅうざい|true
殺那|せつな|false
殻|から|true
殿|どの|true
殿下|でんか|true
殿堂|でんどう|true
殿様|とのさま|true
毀す|こわす|false
毀れる|こわれる|false
毀損|きそん|true
母|はは|true
母さん|かあさん|true
母乳|ぼにゅう|true
母体|ぼたい|true
母国|ぼこく|true
母国語|ぼこくご|true
母子|ぼし|true
母性|ぼせい|true
母方|ははかた|true
母校|ぼこう|true
母胎|ぼたい|true
母親|ははおや|true
母音|ぼいん|true
毎|ごと|true
毎|まい|true
毎に|ごとに|true
毎回|まいかい|true
毎年|まいとし|true
毎度|まいど|true
毎日|まいにち|true
毎日のように|まいにちのように|true
毎時|まいじ|true
毎晩|まいばん|true
毎月|まいつき|true
毎朝|まいあさ|true
毎週|まいしゅう|true
毒|どく|true
毒ガス|どくガス|true
毒性|どくせい|true
毒殺|どくさつ|true
毒舌|どくぜつ|true
毒薬|どくやく|true
比|ころ|false
比|ひ|true
比べ|くらべ|true
比べる|くらべる|true
比ゆ|ひゆ|false
比例|ひれい|true
比喩|ひゆ|true
比律賓|フィリピン|false
比率|ひりつ|true
比諭|ひゆ|false
比較|ひかく|true
比較的|ひかくてき|true
比重|ひじゅう|true
毛|け|true
毛布|もうふ|true
毛皮|けがわ|true
毛筆|もうひつ|true
毛糸|けいと|true
毛虫|けむし|true
毛革|けがわ|false
氏|し|true
氏名|しめい|true
氏族|しぞく|true
氏神|うじがみ|true
民|たみ|true
民主|みんしゅ|true
民主主義|みんしゅしゅぎ|true
民主党|みんしゅとう|true
民主国|みんしゅこく|true
民主的|みんしゅてき|true
民事|みんじ|true
民俗|みんぞく|true
民兵|みんぺい|true
民営|みんえい|true
民営化|みんえいか|true
民家|みんか|true
民宿|みんしゅく|true
民意|みんい|true
民放|みんぽう|true
民政|みんせい|true
民族|みんぞく|true
民族主義|みんぞくしゅぎ|true
民族自決|みんぞくじけつ|true
民法|みんぽう|true
民生|みんせい|true
民社党|みんしゃとう|true
民芸|みんげい|true
民衆|みんしゅう|true
民話|みんわ|true
民謡|みんよう|true
民間|みんかん|true
民間放送|みんかんほうそう|true
民需|みんじゅ|true
気|き|true
気がかり|きがかり|true
気がつく|きがつく|true
気がね|きがね|false
気が付く|きがつく|true
気ずく|きづく|false
気ちがい|キチガイ|false
気づかい|きづかい|false
気づかれ|きづかれ|true
気づく|きづく|true
気どる|きどる|false
気にいる|きにいる|false
気に入り|きにいり|true
気に入る|きにいる|true
気のせい|きのせい|true
気のどく|きのどく|false
気の向くままに|きのむくままに|true
気の向く侭に|きのむくままに|false
気の所為|きのせい|false
気の毒|きのどく|true
気ばらし|きばらし|false
気まえ|きまえ|false
気まぐれ|きまぐれ|true
気まま|きまま|true
気むずかしい|きむずかしい|false
気をつける|きをつける|true
気を付ける|きをつける|true
気丈|きじょう|true
気付く|きづく|true
気体|きたい|true
気侭|きまま|false
気候|きこう|true
気儘|きまま|false
気兼ね|きがね|true
気分|きぶん|true
気分転換|きぶんてんかん|true
気前|きまえ|true
気力|きりょく|true
気勢|きせい|true
気取る|きどる|true
気合|きあい|true
気合い|きあい|false
気吹|いぶき|false
気味|きみ|true
気味|ぎみ|true
気圧|きあつ|true
気嫌|きげん|false
気心|きごころ|true
気性|きしょう|true
気慨|きがい|false
気懸かり|きがかり|false
気懸り|きがかり|false
気持|きもち|false
気持ち|きもち|true
気持ちわるい|きもちわるい|false
気持ち悪い|きもちわるい|true
気持悪い|きもちわるい|false
気掛かり|きがかり|false
気掛り|きがかり|false
気晴し|きばらし|false
気晴らし|きばらし|true
気楽|きらく|true
気概|きがい|true
気泡|きほう|true
気温|きおん|true
気狂い|キチガイ|false
気球|ききゅう|true
気疲れ|きづかれ|false
気筒|きとう|true
気管|きかん|true
気管支|きかんし|true
気紛れ|きまぐれ|false
気絶|きぜつ|true
気触れ|かぶれ|true
気象|きしょう|true
気象予報士|きしょうよほうし|true
気象台|きしょうだい|true
気象学|きしょうがく|true
気象庁|きしょうちょう|true
気負い|きおい|true
気質|きしつ|true
気軽|きがる|true
気迫|きはく|true
気違い|キチガイ|true
気遣い|きづかい|true
気配|けはい|true
気配り|きくばり|true
気鋭|きえい|true
気附く|きづく|false
気障|きざ|true
気難しい|きむずかしい|true
気魄|きはく|false
氣|き|false
氣儘|きまま|false
氣持ち|きもち|false
氣象|きしょう|false
水|みず|true
水々しい|みずみずしい|false
水あげ|みずあげ|false
水いらず|みずいらず|false
水ぎわ|みずぎわ|false
水くさい|みずくさい|false
水け|みずけ|false
水びたし|みずびたし|false
水べ|みずべ|false
水上|すいじょう|true
水中|すいちゅう|true
水仙|すいせん|true
水位|すいい|true
水俣病|みなまたびょう|true
水入らず|みずいらず|true
水分|すいぶん|true
水利|すいり|true
水割り|みずわり|true
水力|すいりょく|true
水口|みずぐち|true
水域|すいいき|true
水増し|みずまし|true
水墨画|すいぼくが|true
水害|すいがい|true
水平|すいへい|true
水平線|すいへいせん|true
水彩画|すいさいが|true
水揚げ|みずあげ|true
水族館|すいぞくかん|true
水星|すいせい|true
水晶|すいしょう|true
水曜|すいよう|true
水曜日|すいようび|true
水槽|すいそう|true
水死|すいし|true
水母|クラゲ|false
水気|みずけ|true
水水しい|みずみずしい|false
水沫|すいほう|false
水泡|すいほう|true
水泳|すいえい|true
水洗|すいせん|true
水浸し|みずびたし|true
水深|すいしん|true
水温|すいおん|true
水源|すいげん|true
水準|すいじゅん|true
水溶性|すいようせい|true
水滴|すいてき|true
水爆|すいばく|true
水牛|すいぎゅう|true
水玉|みずたま|true
水瓜|すいか|false
水産|すいさん|true
水産庁|すいさんちょう|true
水産業|すいさんぎょう|true
水産物|すいさんぶつ|true
水田|すいでん|true
水着|みずぎ|true
水稲|すいとう|true
水筒|すいとう|true
水精|すいしょう|false
水系|すいけい|true
水素|すいそ|true
水臭い|みずくさい|true
水色|みずいろ|true
水蒸気|すいじょうき|true
水蛭子|えびす|false
水質|すいしつ|true
水路|すいろ|true
水車|すいしゃ|true
水辺|みずべ|true
水道|すいどう|true
水道水|すいどうすい|true
水量|すいりょう|true
水銀|すいぎん|true
水際|みずぎわ|true
水面|すいめん|true
水鳥|みずとり|true
氷|こおり|true
氷る|こおる|false
氷山|ひょうざん|true
氷河|ひょうが|true
氷点下|ひょうてんか|true
永い|ながい|false
永らく|ながらく|false
永久|えいきゅう|true
永代|えいたい|true
永住|えいじゅう|true
永年|ながねん|false
永続|えいぞく|true
永続き|ながつづき|false
永遠|えいえん|true
氾濫|はんらん|true
汀|なぎさ|false
汁|しる|true
求める|もとめる|true
求人|きゅうじん|true
求刑|きゅうけい|true
求心力|きゅうしんりょく|true
求職|きゅうしょく|true
汎|はん|true
汎ゆる|あらゆる|false
汎濫|はんらん|false
汎用|はんよう|true
汐|しお|false
汐時|しおどき|false
汗|あせ|true
汚い|きたない|true
汚す|よごす|true
汚ない|きたない|false
汚れ|よごれ|true
汚れる|よごれる|true
汚名|おめい|true
汚染|おせん|true
汚水|おすい|true
汚濁|おだく|true
汚点|おてん|true
汚物|おぶつ|true
汚職|おしょく|true
江|え|true
江戸|えど|true
江戸っこ|えどっこ|false
江戸っ児|えどっこ|false
江戸っ子|えどっこ|true
江戸時代|えどじだい|true
池|いけ|true
汰る|ゆる|false
汲みとる|くみとる|false
汲み取る|くみとる|true
汲む|くむ|true
汲取る|くみとる|false
決|けつ|true
決して|けっして|true
決する|けっする|true
決って|きまって|false
決まって|きまって|true
決まり|きまり|true
決まる|きまる|true
決め|きめ|true
決めつける|きめつける|false
決める|きめる|true
決め付ける|きめつける|true
決め手|きめて|true
決め球|きめだま|true
決り|きまり|false
決る|きまる|false
決別|けつべつ|true
決勝|けっしょう|true
決勝トーナメント|けっしょうトーナメント|true
決勝戦|けっしょうせん|true
決勝点|けっしょうてん|true
決定|けってい|true
決定的|けっていてき|true
決心|けっしん|true
決意|けつい|true
決戦|けっせん|true
決戦投票|けっせんとうひょう|false
決断|けつだん|true
決済|けっさい|true
決済方法|けっさいほうほう|true
決着|けっちゃく|true
決算|けっさん|true
決裁|けっさい|true
決裂|けつれつ|true
決議|けつぎ|true
決起|けっき|true
決選投票|けっせんとうひょう|true
汽笛|きてき|true
汽船|きせん|true
汽車|きしゃ|true
沁みる|しみる|false
沁み沁み|しみじみ|false
沁沁|しみじみ|false
沈む|しずむ|true
沈める|しずめる|true
沈下|ちんか|true
沈没|ちんぼつ|true
沈滞|ちんたい|true
沈着|ちんちゃく|true
沈菜|キムチ|false
沈静|ちんせい|true
沈黙|ちんもく|true
沒落|ぼつらく|false
沓|くつ|false
沓下|くつした|false
沖|おき|true
沖合|おきあい|true
沖合い|おきあい|true
沖縄|おきなわ|true
沖繩|おきなわ|false
沙|すな|false
沙丘|さきゅう|false
沙漠|さばく|false
没|ぼつ|true
没収|ぼっしゅう|true
没後|ぼつご|true
没落|ぼつらく|true
没頭|ぼっとう|true
沢|さわ|true
沢山|たくさん|true
沫|あわ|false
沮む|はばむ|false
沮止|そし|false
河|かわ|true
河原|かわら|true
河口|かこう|true
河岸|かわぎし|true
河川|かせん|true
河川敷|かせんじき|true
河沿い|かわぞい|false
河畔|かはん|true
沸かす|わかす|true
沸く|わく|true
沸す|わかす|false
沸騰|ふっとう|true
油|あぶら|true
油井|ゆせい|true
油彩|ゆさい|true
油断|ゆだん|true
油田|ゆでん|true
油画|あぶらえ|false
油絵|あぶらえ|true
油脂|ゆし|true
治す|なおす|true
治まり|おさまり|false
治まる|おさまる|true
治める|おさめる|true
治る|なおる|true
治安|ちあん|true
治水|ちすい|true
治療|ちりょう|true
治療法|ちりょうほう|true
治癒|ちゆ|true
治験|ちけん|true
沼|ぬま|true
沼地|ぬまち|true
沼沢|しょうたく|true
沼田|ぬまた|true
沿い|ぞい|true
沿う|そう|true
沿って|そって|true
沿岸|えんがん|true
沿海|えんかい|true
沿海州|えんかいしゅう|true
沿線|えんせん|true
沿道|えんどう|true
沿革|えんかく|true
況して|まして|false
泉|いずみ|true
泉水|せんすい|true
泊まり|とまり|true
泊まる|とまる|true
泊める|とめる|true
泊り|とまり|false
泊る|とまる|false
泌みる|しみる|false
泌尿器|ひにょうき|true
法|ほう|true
法人|ほうじん|true
法令|ほうれい|true
法制|ほうせい|true
法制局|ほうせいきょく|true
法則|ほうそく|true
法務|ほうむ|true
法務省|ほうむしょう|true
法医学|ほういがく|true
法外|ほうがい|true
法学|ほうがく|true
法学部|ほうがくぶ|true
法定|ほうてい|true
法師|ほうし|true
法廷|ほうてい|true
法律|ほうりつ|true
法律事務所|ほうりつじむしょ|true
法文|ほうぶん|true
法曹|ほうそう|true
法曹界|ほうそうかい|true
法案|ほうあん|true
法治国|ほうちこく|true
法王|ほうおう|true
法的|ほうてき|true
法相|ほうしょう|true
法蓮草|ほうれんそう|false
法要|ほうよう|true
法規|ほうき|true
法連草|ほうれんそう|false
泛かぶ|うかぶ|false
泛かべる|うかべる|false
泛ぶ|うかぶ|false
泛べる|うかべる|false
泛子|うき|false
泝る|さかのぼる|false
泡|あわ|true
波|なみ|true
波乱|はらん|true
波乱バンジョー|はらんばんじょう|false
波乱万丈|はらんばんじょう|true
波及|はきゅう|true
波戸場|はとば|false
波止場|はとば|true
波浪|はろう|true
波瀾|はらん|false
波瀾万丈|はらんばんじょう|true
波紋|はもん|true
波長|はちょう|true
泣き|なき|true
泣き声|なきごえ|true
泣き顔|なきがお|true
泣く|なく|true
泣声|なきごえ|false
泥|どろ|true
泥々|どろどろ|false
泥坊|どろぼう|false
泥棒|どろぼう|true
泥沼|どろぬま|true
泥泥|どろどろ|false
泥炭|でいたん|true
泥酔|でいすい|true
注|ちゅう|true
注ぎこむ|そそぎこむ|false
注ぎこむ|つぎこむ|false
注ぎ込む|そそぎこむ|true
注ぎ込む|つぎこむ|true
注ぐ|そそぐ|true
注ぐ|つぐ|true
注す|さす|true
注入|ちゅうにゅう|true
注告|ちゅうこく|false
注射|ちゅうしゃ|true
注意|ちゅうい|true
注意報|ちゅういほう|true
注意深い|ちゅういぶかい|true
注文|ちゅうもん|true
注目|ちゅうもく|true
注釈|ちゅうしゃく|true
