0;ja;fr;sounds;notes;JLPT;tags
35941;明日は、天気が良さそうです。;It looks like the weather will be good tomorrow.;[sound:ankigenki_rec1372848865.ogg];;;ankiGenki
35942;明日は学校があるんだろう？;You have school tomorrow dont you?;[sound:ankigenki_rec1380531370.ogg];;;ankiGenki
35943;明日は家族で墓参りに行きます。;I'm going to visit the grave with my family tomorrow.;[sound:iknow_words_js03049a.ogg];;;iknow_words
35944;明日は寒くて風が強いだろうから、マフラーをした方がいい。;Tomorrow will be cold and windy, so wear a scarf.;[sound:jpod101_word-list_251490.ogg];;;jpod101_word-list
35945;明日は山登りに行ってきます。;I'm going to go mountain climbing tomorrow.;[sound:tatoeba_mizu_3332550.ogg];;;tatoeba
35946;明日は市内を観光する予定です。;I'm planning go sightseeing in the city tomorrow.;[sound:iknow_words_js00093a.ogg];;;iknow_words
35947;明日は市民マラソンに参加します。;I'll participate in the citizen marathon tomorrow.;[sound:iknow_words_js03526a.ogg];;;iknow_words
35949;明日は恐らく晴れるでしょう。;The sky will probably clear up tomorrow.;[sound:iknow_words_js01610a.ogg];;;iknow_words
35950;明日は授業がないから、今晩、どこかに食べに行こう！;We dont have class tomorrow, lets go some where to eat dinner tonight!;[sound:ankigenki_rec1372889135.ogg];;;ankiGenki
35951;明日は日曜日です。;It is Sunday tomorrow.;[sound:tatoeba_mizu_80407.ogg];;;tatoeba
35952;明日は日曜日ですから、出勤しません。;I'm not working tomorrow because it's Sunday.;[sound:lingodeer_jp-s-2759.ogg];;;lingodeer
35953;明日は日曜日ですが、仕事に行きます。;Tomorrow is Sunday, but I will go to work.;[sound:bunpro_明日は日曜日ですが、仕事に行きます。.ogg];;;bunpro
35954;明日は、日本の両親に電話をしよう。;Tommorow I think I'll call my parents.;[sound:satori_reader_6_明日は、日本__話をしよう。.ogg];;;satori_reader
35955;明日は日本全国で寒くなるでしょう。;;[sound:jap_online_br_1117.ogg];;;jap_online_br
35956;明日は早起きしないといけません。;We have to get up early tomorrow.;[sound:iknow_words_11dq7399r8.ogg];;;iknow_words
35957;明日は、映画へ見に行くと思う。;I think I will go see a movie tomorrow.;[sound:bunpro_明日は、映画へ見に行くと思う。.ogg];;;bunpro
35958;明日は昼頃から曇るでしょう。;It'll probably get cloudy around noon tomorrow.;[sound:1097_iknow_words_js02515a.ogg];;;iknow_words
35959;明日は時間厳守で集合してください;Please gather punctually tomorrow.;[sound:anki10k_js02776a.ogg];;;anki10k
35960;明日は、晴れですか。;Is it going to be sunny tomorrow?;[sound:jpod101_lessons-examples_4004.ogg];;;jpod101_lessons-examples
35961;明日は晴れますように！;May it be sunny tomorrow!;[sound:satori_reader_9_明日は晴れますように！.ogg];;;satori_reader
35963;明日は晴れるといいですね。;I hope it'll be sunny tomorrow.;[sound:iknow_words_js07508a.ogg];;;iknow_words
35964;明日は晴れ後曇りでしょう。;Tomorrow, it will be fine and later cloudy.;[sound:anki5k_rec1408927409.ogg];;;anki5k
35965;明日は、晴れ時々くもりです。;Tomorrow it will be sunny, and occassionally cloudy.;[sound:jpod101_lessons-examples_4053.ogg];;;jpod101_lessons-examples
35967;明日は暇ですか。;Are you free tomorrow?;[sound:iknow_words_js07819a.ogg];;;iknow_words
35969;明日は曇りです。;It will be cloudy tomorrow.;[sound:lingodeer_jp-s-93.ogg];;;lingodeer
35970;明日は曇り後雨でしょう。;Tomorrow it will be cloudy and rainy afterward.;[sound:iknow_words_0451350cp8.ogg];;;iknow_words
35972;明日は　月曜日だけど、地下鉄で　とうきょうに　いく？;Tomorrow is Monday. Do you want to go to Tokyo via the subway?;[sound:humanjapanese_morning-ashitaha-getsuyoubidakedo-chikatetsude-toukyouni-i-ooo.ogg];;;humanJapanese
35974;明日は月曜日ではありません。;Tomorrow is not Monday.;[sound:lingodeer_jp-s-3116.ogg];;;lingodeer
35975;明日は月食が見られるそうです;I heard that you can see an eclipse of the moon tomorrow.;[sound:anki10k_js02703a.ogg];;;anki10k
35976;明日は、朝8時に家を出ます。;I will leave home at 8 o'clock tomorrow morning.;[sound:jpod101_lessons-examples_5647.ogg];;;jpod101_lessons-examples
35977;明日は気温が下がるそうだ。;I heard that the temperature will go down tomorrow.;[sound:anki5k_rec1409113249.ogg];;;anki5k
35978;明日は水曜日、あさっては木曜日です。;Tomorrow is Wednesday, and the day after tomorrow is Thursday.;[sound:jpod101_word-list_200344.ogg];;;jpod101_word-list
35979;明日は水曜日です。;Tomorrow is Wednesday.;[sound:satori_reader_28_明日は水曜日です。.ogg];;;satori_reader
35980;明日は水曜日ですね。;Tomorrow is Wednesday, isn’t it?;[sound:satori_reader_50_明日は水曜日ですね。.ogg];;;satori_reader
35981;明日は水曜日、明後日は木曜日です。;Tomorrow is Wednesday, and the day after tomorrow is Thursday.;[sound:jpod101_word-list_227775.ogg];;;jpod101_word-list
35982;明日は涼しくないです。;Tomorrow won't be cool.;[sound:lingodeer_jp-s-3146.ogg];;;lingodeer
35983;明日は火曜日です。;Tomorrow is Tuesday.;[sound:satori_reader_34_明日は火曜日です。.ogg];;;satori_reader
35984;明日は理科のテストです。;I have a science test tomorrow.;[sound:iknow_words_js06084a.ogg];;;iknow_words
35985;明日は用事があります。;I have things to do tomorrow.;[sound:tatoeba_mizu_2666765.ogg];;;tatoeba
35986;明日は私の誕生日です。;Tomorrow is my birthday.;[sound:jpod101_word-list_676.ogg];;;jpod101_word-list
35987;明日は粗大ごみの回収日です;Tomorrow is the big garbage collection day.;[sound:anki10k_js05059a.ogg];;;anki10k
35989;明日は給料日です！！！;Tomorrow is payday!!!;[sound:jpod101_lessons-examples_5090.ogg];;;jpod101_lessons-examples
35990;明日は給料日です。うれしい！;Tomorrow is pay day! I'm happy!;[sound:jpod101_word-list_549400.ogg];;;jpod101_word-list
35991;明日は絶対に仕事を休まないでください。;Please don't be absent from work tomorrow for sure.;[sound:iknow_words_07fu2lctq0.ogg];;;iknow_words
35992;明日は臨時に休業します。;We'll be temporarily closed tomorrow.;[sound:iknow_words_js02146a.ogg];;;iknow_words
35993;明日は自習の時間がある。;I have study time tomorrow.;[sound:iknow_words_js03682a.ogg];;;iknow_words
35994;明日は運動会の予行演習があります;There is a practice for the sports day tomorrow.;[sound:anki10k_js00897a.ogg];;;anki10k
35995;明日は遠足だ。;We have a class trip tomorrow.;[sound:jpod101_lessons-examples_6564.ogg];;;jpod101_lessons-examples
35996;明日は遠足で動物園に行きます。;We're going to the zoo on an excursion tomorrow.;[sound:iknow_words_js02233a.ogg];;;iknow_words
35997;明日は遠足なのでわくわくする。;I am excited about tomorrow’s day trip.;[sound:anki5k_rec1409182185.ogg];;;anki5k
35999;明日は金曜日です。;Tomorrow is Friday.;[sound:satori_reader_29_明日は金曜日です。.ogg];;;satori_reader
36000;明日は、雨が降らないでしょう。;It will probably not rain tomorrow.;[sound:ankigenki_rec1370687154.ogg];;;ankiGenki
36002;明日は、雨が降るかもしれません。;It may rain tomorrow.;[sound:ankigenki_rec1372849838.ogg];;;ankiGenki
36003;明日は雨が降るでしょう。;It will likely rain tomorrow.<br>It will probably rain tomorrow.<br>tomorrow + は + rain + が + fall + でしょう.;[sound:NDL_1251_Male.ogg]<br/>[sound:NDL_1251_Female.ogg]<br>[sound:iknow_words_js08198a.ogg]<br>[sound:ankigenki_rec1370687146.ogg];;;ankiGenki iknow_words nihongoshark
36006;明日は雨です。;It will rain tomorrow.;[sound:lingodeer_jp-s-92.ogg];;;lingodeer
36007;明日は高校の入試です。;The high school entrance exam is tomorrow.;[sound:iknow_words_js00861a.ogg];;;iknow_words
36008;明日、またね。;See you tomorrow.;[sound:jpod101_lessons-examples_2514.ogg];;;jpod101_lessons-examples
36009;明日、また来ます。;I'll come again tomorrow.;[sound:iknow_words_js08717a.ogg];;;iknow_words
36010;明日までにあなたの車を直します。今日直せるようにしてもらいたいですね。;I'll fix your car tomorrow. — I'd rather you did it today.;[sound:glossika_ja-2065.ogg];;;glossika
36012;明日までにまた連絡してほしいです。;I would like you to contact me again tomorrow.;[sound:bunpro_明日までにまた連絡してほしいです。.ogg];;;bunpro
36013;明日までに、メールをください。;Please send me an e-mail by tomorrow.;[sound:jpod101_lessons-examples_5821.ogg];;;jpod101_lessons-examples
36014;明日までに、レポートを書かなくてはいけない。;I have to write a paper by tomorrow.;[sound:jpod101_lessons-examples_6064.ogg];;;jpod101_lessons-examples
36015;明日までに必要な書類を作成してください。;Please make the necessary documents by tomorrow.;[sound:iknow_words_436rfa5i34.ogg];;;iknow_words
36016;明日までに提出することが出来ると思います。;I think that I will be able to submit it by tomorrow.;[sound:bunpro_明日までに提出することが出来ると思います。.ogg];;;bunpro
36017;明日までに本の感想文を書いてください。;Please write a book report by tomorrow.;[sound:jpod101_lessons-examples_6566.ogg];;;jpod101_lessons-examples
36021;明日もいい天気になりそうだね。;It looks like the weather is going to be good tomorrow, too.;[sound:iknow_words_js01432a.ogg];;;iknow_words
36022;明日、もう一度、ホストファミリーが何でびっくりしたのか、聞いてみよう。;Tomorrow, I think I'll ask one more time why my host family was surprised.;[sound:satori_reader_8_明日、もう一__いてみよう。.ogg];;;satori_reader
36023;明日、もう一度聞いてみよう。;I think I'll ask them one more time tomorrow.;[sound:satori_reader_15_明日、もう一__いてみよう。.ogg];;;satori_reader
36024;明日も、バスで一緒になったら気まずいな～と思った。;I thought, it sure will be awkward if we end up together on the bus tomorrow too.;[sound:satori_reader_6_明日も、バス__～と思った。.ogg];;;satori_reader
36025;明日も来れたら来るね。;I'll come back tomorrow if I can.;[sound:tatoeba_yomi_3710326.ogg];;;tatoeba tatoeba/yomi
36028;明日一緒にテニスをしませんか。;Do you want to play tennis together tomorrow?;[sound:anki5k_rec1408936752.ogg];;;anki5k
36029;明日、一緒に学校に行きませんか。;Won’t you go to school with me tomorrow?;[sound:bunpro_明日、一緒に学校に行きませんか。.ogg];;;bunpro
36030;明日、一緒に映画に行く約束をしたクラスメートは、18歳の韓国人。;"A classmate I made plans (""a promise"") to go to a movie with tomorrow is an 18-year-old Korean.";[sound:satori_reader_4_明日、一緒に__歳の韓国人。.ogg];;;satori_reader
36031;明日一緒に映画を見に行きましょう。;Let's go watch movies together tomorrow!;[sound:lingodeer_jp-s-2509.ogg];;;lingodeer
36032;明日両親に会います。;I'll meet my parents tomorrow.;[sound:jpod101_lessons-examples_4414.ogg];;;jpod101_lessons-examples
36033;明日、久しぶりに友達に会います。;Tomorrow I'm meeting a friend I haven't seen for a long time.;[sound:iknow_words_js07683a.ogg];;;iknow_words
36034;明日九時に学校へ来たほうがいいです。;It's better that you come to school at 9 tomorrow.;[sound:lingodeer_jp-s-2725.ogg];;;lingodeer
36035;明日、会社に伺います。;I'll go to your office tomorrow.;[sound:jpod101_lessons-examples_5890.ogg];;;jpod101_lessons-examples
36036;明日、会社を休みます。;I'm off work tomorrow.;[sound:iknow_words_js09413a.ogg];;;iknow_words
36037;明日、会議を開きます。;We'll have a meeting tomorrow.;[sound:iknow_words_js01444a.ogg];;;iknow_words
36038;明日何時に起きるの？;;[sound:jap_online_br_428.ogg];;;jap_online_br
36039;明日、先生に　手紙を　書きます。;Tomorrow, I will write a letter to my teacher.;[sound:humanjapanese_waga-ashita-senseini-tegamiwo-kakimasu.ogg];;;humanJapanese
36041;明日　八時に　いえを　でましょう。;Let’s leave the house at 8:00 tomorrow.;[sound:humanjapanese_transitiveintransitive-ashita-hachijini-iewo-demashou.ogg];;;humanJapanese
36042;明日、勉強をしようと思う。;I think I will study tomorrow.;[sound:bunpro_明日、勉強をしようと思う。.ogg];;;bunpro
36043;明日、南さんとデートをします。;I'm going to go on a date with Minami;[sound:jpod101_lessons-examples_2297.ogg];;;jpod101_lessons-examples
36045;明日友達は私の家へ来ます。;My friends will come to my home tomorrow.;[sound:lingodeer_jp-s-2092.ogg];;;lingodeer
36047;明日、和食を食べますか。洋食を食べますか。;Tomorrow, will you eat Japanese food? Will you eat Western food? = Tomorrow, will you eat Japanese food or Western food?;[sound:satori_reader_33_明日、和食を__食べますか。.ogg];;;satori_reader
36048;明日国内のほとんどの地方は雨が降りませんが、一部は降ります。;Tomorrow there'll be rain in some places, but most of the country will be dry.;[sound:glossika_ja-2260.ogg];;;glossika
36049;「明日、大事な試合があるんだ。」「頑張れ！」;"I have an important game tomorrow. ""Good luck!""";[sound:235_tofugu_12.ogg];;;tofugu
36051;明日、大阪へ行きます。;I will go to Osaka tomorrow.;[sound:anki5k_rec1408610998.ogg];;;anki5k
36052;明日、委員会が開かれます。;The committee meeting will be held tomorrow.;[sound:iknow_words_js00206a.ogg];;;iknow_words
36053;明日　学校で　この本を　よむことに　なった。;It’s been decided that we’ll read this book at school tomorrow.;[sound:humanjapanese_nominalization-ashita-gakkoude-konohonwo-yomukotoni-natta.ogg];;;humanJapanese
36054;明日、学校に　行かない　つもり　だ。;I intend not to go to school tomorrow.;[sound:humanjapanese_planning-ashita-gakkouni-ikanai-tsumori-da.ogg];;;humanJapanese
36055;明日、学校に　行く　つもり　じゃない。;I don’t intend to go to school tomorrow.;[sound:humanjapanese_planning-ashita-gakkouni-iku-tsumori-janai.ogg];;;humanJapanese
36056;明日学校に行ってもいいです。;It is okay for me to go to school tomorrow;[sound:bunpro_明日学校に行ってもいいです。.ogg];;;bunpro
36057;明日学校へ行かなくてもいいです。;You don't have to go to school tomorrow.;[sound:lingodeer_jp-s-2694.ogg];;;lingodeer
36059;明日家族と一緒にドイツへ帰ります。;I will return to Germany together with my family tomorrow.;[sound:lingodeer_jp-s-2166.ogg];;;lingodeer
36060;明日、宿題を忘れないでください。;Please don’t forget your homework for tomorrow.;[sound:bunpro_明日、宿題を忘れないでください。.ogg];;;bunpro
36061;明日、山に　行きたい。;Tomorrow, I want to go to the mountain.;[sound:humanjapanese_transitiveintransitive-ashita-yamani-ikitai.ogg];;;humanJapanese
36062;明日、川に行きましょうか。;Shall we go to the river tomorrow?;[sound:satori_reader_10_明日、川に行きましょうか。.ogg];;;satori_reader
36063;明日、彼と会います。;I'll meet him tomorrow.;[sound:jpod101_lessons-examples_1999.ogg];;;jpod101_lessons-examples
36065;明日、成績について先生と面接があります。;I have an interview with the teacher about my grades tomorrow.;[sound:iknow_words_84ddctafeo.ogg];;;iknow_words
36067;明日日本語能力試験があるので、鉛筆を買わなくてはいけない。;Since the JLPT is tomorrow, I must buy a pencil.;[sound:bunpro_明日日本語能力試験があるので、鉛筆を買わなくてはいけない。.ogg];;;bunpro
36068;明日早いからそろそろ寝よっかな。;I start early tomorrow, maybe I should go to sleep soon.;[sound:tatoeba_yomi_3045984.ogg];;;tatoeba tatoeba/yomi
36069;明日早いんだからもう寝たら？;"Tomorrow is early for you; shouldn't you sleep?";[sound:tatoeba_yomi_3611880.ogg];;;tatoeba tatoeba/yomi
36071;明日早く起きるので、今から寝ます。;Because I will wake up early tomorrow, I am going to bed now.;[sound:bunpro_明日早く起きるので、今から寝ます。.ogg];;;bunpro
36072;明日昼ご飯の時に会いませんか？―いいですよ、一緒に食べましょう。;Would you like to meet for lunch tomorrow? — Sure, let's do lunch.;[sound:glossika_ja-2081.ogg];;;glossika
36073;明日、晴れますように！;May it be sunny tomorrow!;[sound:satori_reader_7_明日、晴れますように！.ogg];;;satori_reader
36074;明日、暇ですか。;Are you free tomorrow?;[sound:jpod101_lessons-examples_4374.ogg];;;jpod101_lessons-examples
36075;明日最初にすることは、市役所に行って外国人登録をして、ゴミ捨て用の特別な袋をもらうことです。;;[sound:jap_online_br_1113.ogg];;;jap_online_br
36076;明日、来てください。;Please come tomorrow.;[sound:satori_reader_61_明日、来てください。.ogg];;;satori_reader
36077;明日来ます。;I will come tomorrow.;[sound:bunpro_明日来ます。.ogg];;;bunpro
36078;明日、来ますか。;Will you come tomorrow?;[sound:satori_reader_59_明日、来ますか。.ogg];;;satori_reader
36079;明日、東京に　台風が　くる。;A typhoon is coming to Tokyo tomorrow.;[sound:humanjapanese_supermarket-ashita-toukyouni-taifuuga-kuru.ogg];;;humanJapanese
36080;明日東京に行きます。;I'll go to Tokyo tomorrow.;[sound:jpod101_lessons-examples_10133.ogg];;;jpod101_lessons-examples
36081;明日、横書きのノートが3冊必要です。;Tomorrow I need three notebooks with horizontal writing lines.;[sound:iknow_words_a6ad48b5rc.ogg];;;iknow_words
36082;明日死ぬとしたら、何がしたいですか。;If you were going to die tomorrow, what would you want to do?;[sound:anki5k_rec1409014933.ogg];;;anki5k
36083;明日、田中さんの　子どもが　うちに　くる。;Tomorrow, Tanaka’s kids are coming to the house.;[sound:humanjapanese_trains-ashita-tanakasanno-kodomoga-uchini-kuru.ogg];;;humanJapanese
36084;明日、真理子さんと　会話を　する　つもり　です。;I intend to have a conversation with Mariko tomorrow.;[sound:humanjapanese_planning-ashita-marikosanto-kaiwawo-suru-tsumori-desu.ogg];;;humanJapanese
36085;明日　真理子さんの　くるまで　いっても　いい　ですか。;Can we take your car (“go via your car”) tomorrow, Mariko?;[sound:humanjapanese_permission-ashita-marikosanno-kurumade-ittemo-ii-desuka.ogg];;;humanJapanese
36086;明日、真理子さんは来ますか。;Will Mariko come tomorrow?;[sound:satori_reader_41_明日、真理子__は来ますか。.ogg];;;satori_reader
36087;明日私はたぶんあなたに会います。明日会えなくても、週末前には絶対に会えます。;I'll probably see you tomorrow. But even if I don't see you tomorrow, I'm sure we'll see each other before the weekend.;[sound:glossika_ja-2653.ogg];;;glossika
36088;明日私はテニスをします。私は明日テニスをすると思います。;I'm playing tennis tomorrow. > I might play tennis tomorrow.;[sound:glossika_ja-1351.ogg];;;glossika
36089;明日私は仕事があります。;I'm working tomorrow.;[sound:glossika_ja-1311.ogg];;;glossika
36090;明日私は仕事に遅れます。歯医者に行かなければなりませんから。;I'll be late for work tomorrow. I have to go to the dentist.;[sound:glossika_ja-1498.ogg];;;glossika
36091;明日私は里美さんとテニスをします。;I'm playing tennis with Satomi tomorrow.;[sound:glossika_ja-1243.ogg];;;glossika
36092;明日、結婚式の写真を持ってきてね。;Bring your wedding photos tomorrow, okay?;[sound:jpod101_lessons-examples_6078.ogg];;;jpod101_lessons-examples
36093;明日、色鉛筆とのりを持ってきてください。;Please bring colored pencils and glue tomorrow.;[sound:iknow_words_25cr9pfkgg.ogg];;;iknow_words
36094;明日、見に行く映画は「タイタニック」。;"The movie we're going to see tomorrow is ""Titanic.""";[sound:satori_reader_8_明日、見に行__タニック」。.ogg];;;satori_reader
36095;明日見に行く映画は、「タイタニック」だ。;"The movie we're going to see tomorrow is ""Titanic.""";[sound:satori_reader_14_明日見に行く__ニック」だ。.ogg];;;satori_reader
36096;明日、観光する。;I'll do some sightseeing tomorrow.;[sound:jpod101_lessons-examples_1838.ogg];;;jpod101_lessons-examples
36097;明日、試験があるから、今日は勉強しなきゃいけないんです。;There is an exam tomorrow, so I have to study today.;[sound:ankigenki_rec1372848763.ogg];;;ankiGenki
36098;明日、試験があるから、私は今晩勉強します。;Tomorrow I have a exam, therefore I will study this evening.;[sound:ankigenki_rec1370684756.ogg];;;ankiGenki
36099;明日試験があるので、今晩勉強しておきます。;Since there is an exam tomorrow, tonight I will study in advance (for it).;[sound:ankigenki_rec1372889586.ogg];;;ankiGenki
36100;明日、詳細を通知します。;I'll notify you of the details tomorrow.;[sound:1325_iknow_words_js01733a.ogg];;;iknow_words
36101;明日、読みましょうか。;Shall we read tomorrow?;[sound:satori_reader_49_明日、読みましょうか。.ogg];;;satori_reader
36103;明日、買い物に行くつもりです。;Tomorrow, I intend to go shopping.;[sound:anki5k_rec1408774403.ogg];;;anki5k
36104;明日、足立区の会社へ行きます。;I'll go to the company in Adachi ward tomorrow.;[sound:jpod101_lessons-examples_2014.ogg];;;jpod101_lessons-examples
36105;明日、退院します。;I'm going to leave hospital tomorrow.;[sound:jpod101_lessons-examples_5376.ogg];;;jpod101_lessons-examples
36106;明日、連絡ください。;Please give me a call tomorrow.;[sound:jpod101_lessons-examples_4016.ogg];;;jpod101_lessons-examples
36107;明日、連絡してみよう。;I think I'll contact them tomorrow.;[sound:satori_reader_12_明日、連絡してみよう。.ogg];;;satori_reader
36108;明日、遊びに行かない。;Tomorrow I won't go to play.;[sound:bunpro_明日、遊びに行かない。.ogg];;;bunpro
36109;明日運転免許を取りに行きますか？;Are you going to take your driver's test tomorrow?;[sound:glossika_ja-1271.ogg];;;glossika
36111;明日、重役会議が開かれます。;The director's meeting will be held tomorrow.;[sound:iknow_words_js03659a.ogg];;;iknow_words
36112;明日　鈴木さんと　えいがを　みる。;Tomorrow I’m going to watch a movie with Suzuki.;[sound:humanjapanese_na-ashita-suzukisanto-eigawo-miru.ogg];;;humanJapanese
36113;明日、雨が　ふるかな。;I wonder if it will rain tomorrow.;[sound:humanjapanese_coffeeshop-ashita-amega-furukana.ogg];;;humanJapanese
36114;明日雨が降っても、私達は海に行きます。;We're going to the beach tomorrow, even if it's raining.;[sound:glossika_ja-2654.ogg];;;glossika
36115;明日雨降るの？それでも海に行く。;;[sound:jap_online_br_598.ogg];;;jap_online_br
36116;明日、雪がふるかな？;I wonder if it’ll snow tomorrow.;[sound:humanjapanese_needing-ashita-yukigafurukana.ogg];;;humanJapanese
36117;明日電話します、いいですか？;I'll call you tomorrow, okay?;[sound:glossika_ja-1307.ogg];;;glossika
36118;明日、食器洗い機を修理します。;Tomorrow I'll fix the dishwasher.;[sound:jpod101_word-list_252259.ogg];;;jpod101_word-list
36119;明晩首相との会談が予定されている;The conference with the Prime Minister is scheduled for tomorrow evening.;[sound:anki10k_js09006a.ogg];;;anki10k
36120;明朝10時からまた会議です。;There's another meeting at ten o'clock tomorrow morning.;[sound:anki10k_5832s.ogg];;;iknow_words
36121;明治時代の政府当局は新たな教育制度を定めるため、迅速に動いた。;;[sound:jap_online_br_1606.ogg];;;jap_online_br
36122;明確な答えが見つからない。;I can’t find a definite answer.;[sound:anki5k_rec1408933330.ogg];;;anki5k
36124;昔イギリス人と文通していました;I used to exchange letters with a British person.;[sound:anki10k_js08260a.ogg];;;anki10k
36125;昔からの夢は４日目に叶いました。それは東京タワーを訪れることでした。;;[sound:jap_online_br_1229.ogg];;;jap_online_br
36126;昔から人気の金魚すくい、焼きそば、綿あめ、たこ焼き、お好み焼き屋さんなど、たくさんの屋台が出ますので、お楽しみに！;Many stands will be out, such as the ever-popular goldfish-scooping game, yakisoba, cotton candy, octopus dumplings, okonomiyaki-vendors and more, so look forward to them!;[sound:satori_reader_5_昔から人気の__お楽しみに！.ogg];;;satori_reader
36127;昔から、北枕は縁起が良くないと言われてきた。とはいうものの、最近では気にする人が少ない。;It has traditionally been claimed that sleeping with your head toward the north can bring you bad luck. However, these days not many people worry about that anymore.;[sound:142_tofugu_15.ogg];;;tofugu
36128;昔から彼のファンです。;I have been a fan of him for a long time.;[sound:anki5k_rec1408927378.ogg];;;anki5k
36129;昔、ここに寺があった。;There used to be a temple here.;[sound:anki5k_rec1408769930.ogg];;;anki5k
36131;昔この町はにぎやかではありませんでした。;This town was not bustling before.;[sound:lingodeer_jp-s-2287.ogg];;;lingodeer
36132;昔サルは軽くなかったです。;The monkey was not light before.;[sound:lingodeer_jp-s-2241.ogg];;;lingodeer
36133;昔だったら、みんな耐えていたんでしょうけどね。;"In the past (""if it were the past [that we were talking about]""), everyone was enduring it, I suppose.";[sound:satori_reader_1_昔だったら、__ょうけどね。.ogg];;;satori_reader
36135;昔のことを思い出したの。;I remembered the past.;[sound:iknow_words_js00054a.ogg];;;iknow_words
36136;昔の人は皆草履を履いていました;Everyone wore sandals in the olden days.;[sound:anki10k_js05018a.ogg];;;anki10k
36137;昔の先生と再会することを楽しみにしています。;I’m looking forward to seeing my old teacher again.;[sound:anki5k_rec1409196757.ogg];;;anki5k
36138;昔の写真を見ると年月を感じます。;When looking at old pictures, I feel the passage of time.;[sound:iknow_words_94886b58ds.ogg];;;iknow_words
36139;昔の子供たちは冒険小説をよく読みました。;Children in the old days used to read a lot of adventure novels.;[sound:iknow_words_js01996a.ogg];;;iknow_words
36140;昔の薬は苦かったから、飲みにくかった。;;[sound:jap_online_br_836.ogg];;;jap_online_br
36141;昔はカセットテープを使っていました。;I used to use cassette tapes in the past.;[sound:1069_iknow_words_js01617a.ogg];;;iknow_words
36142;昔はこの鉱山でたくさんの人が働いていた;A great number of people worked at this mine in old times.;[sound:anki10k_js02912a.ogg];;;anki10k
36143;昔はよくディスコに行ったな。;I used to go to the disco a lot.;[sound:iknow_words_js02011a.ogg];;;iknow_words
36144;昔はよくテニスをしていましたけど、ここ数年はしていません。;I used to play tennis, but I stopped playing a few years ago.;[sound:glossika_ja-0763.ogg];;;glossika
36145;昔はよく彼らを見かけましたが、今はあまり見かけません。;We used to see them a lot, but we don't see them very often these days.;[sound:glossika_ja-0749.ogg];;;glossika
36146;昔は川の水が飲み水でした。;People used to drink water from rivers.;[sound:iknow_words_js02834a.ogg];;;iknow_words
36147;昔は彼女のことをガールフレンドと言っていました。;"We used to call our girlfriends ""garufurendo.""";[sound:iknow_words_js01314a.ogg];;;iknow_words
36148;昔は結核でたくさんの人が亡くなった。;A lot of people died of tuberculosis in the old days.;[sound:iknow_words_js01984a.ogg];;;iknow_words
36149;昔ピアノを習っていた。;I used to take piano lessons.;[sound:anki5k_rec1408921735.ogg];;;anki5k
36150;昔、ピアノを習っていました。;I used to take piano lessons.;[sound:iknow_words_js07603a.ogg];;;iknow_words
36152;昔ロンドンは世界一人口が多い都市でしたが、今は人がどんどん減っています。;The population of London, which was once the largest city in the world, is now decreasing.;[sound:glossika_ja-2532.ogg];;;glossika
36153;昔、俺、酔っ払って電車の中で眠ってたら、女性に触られたことあるぞ。;In the past, I've been touched by a woman when I got drunk and was sleeping inside a train.;[sound:satori_reader_7_昔、俺、酔っ__ことあるぞ。.ogg];;;satori_reader
36154;昔、日本に行きました。;I went to Japan a long time ago.;[sound:jpod101_lessons-examples_2779.ogg];;;jpod101_lessons-examples
36155;昔沖縄は人が少なかったです。;There were few people in Okinawa before.;[sound:lingodeer_jp-s-2328.ogg];;;lingodeer
36156;昔犬は大きくなかったです。;The dog was not big before.;[sound:lingodeer_jp-s-2239.ogg];;;lingodeer
36157;星がきらきら光っている。;The stars are shining brightly.;[sound:iknow_words_js02315a.ogg];;;iknow_words
36158;星が光っている。;The stars are shining.;[sound:anki5k_rec1409014888.ogg];;;anki5k
36160;星の動きを観察するのが仕事です。;My job is to observe the motion of stars.;[sound:anki5k_rec1408774739.ogg];;;anki5k
36161;星野さんの考えに賛成です。;I agree with Hoshino's idea.;[sound:jpod101_lessons-examples_3850.ogg];;;jpod101_lessons-examples
36163;映画スター;movie star;[sound:jpod101_word-list_251935.ogg];;;jpod101_word-list
36166;映画のこのシーンが好きです。;I like this scene in the film.;[sound:anki5k_rec1409009131.ogg];;;anki5k
36167;映画のチケットが二枚ある。;There are two movie tickets.;[sound:anki5k_rec1409180438.ogg];;;anki5k
36168;映画のポスターを壁に貼った。;I put the movie poster on the wall.;[sound:anki5k_rec1409197007.ogg];;;anki5k
36169;映画の予告を見るのが好きです;I like to see movie previews.;[sound:anki10k_js09668a.ogg];;;anki10k
36170;映画の内容がだんだんつまらなくなっています。;As the movie went on, it became more and more boring.;[sound:glossika_ja-2564.ogg];;;glossika
36171;映画の評論をするのが彼の仕事だ;His job is to review movies.;[sound:anki10k_js07874a.ogg];;;anki10k
36173;映画は１時半からです。;The movie starts at 1:30.;[sound:jpod101_lessons-examples_1815.ogg];;;jpod101_lessons-examples
36174;映画はどうでしたか？見る価値ありますか？;What was the movie like? Was it worth seeing?;[sound:glossika_ja-2120.ogg];;;glossika
36175;映画はよかったですか。;Was the movie good?;[sound:bunpro_映画はよかったですか。.ogg];;;bunpro
36176;映画は今晩何時に終わりますか？;What time does the movie end tonight?;[sound:glossika_ja-1211.ogg];;;glossika
